,0,1,2,3,4,5,6,7
430,430.0,vhigh,low,5-more,more,big,med,acc
431,431.0,vhigh,low,5-more,more,big,high,acc
432,432.0,high,vhigh,2.0,2.0,small,low,unacc
433,433.0,high,vhigh,2.0,2.0,small,med,unacc
434,434.0,high,vhigh,2.0,2.0,small,high,unacc
435,435.0,high,vhigh,2.0,2.0,med,low,unacc
436,436.0,high,vhigh,2.0,2.0,med,med,unacc
437,437.0,high,vhigh,2.0,2.0,med,high,unacc
438,438.0,high,vhigh,2.0,2.0,big,low,unacc
439,439.0,high,vhigh,2.0,2.0,big,med,unacc
440,440.0,high,vhigh,2.0,2.0,big,high,unacc
441,441.0,high,vhigh,2.0,4.0,small,low,unacc
442,442.0,high,vhigh,2.0,4.0,small,med,unacc
443,443.0,high,vhigh,2.0,4.0,small,high,unacc
444,444.0,high,vhigh,2.0,4.0,med,low,unacc
445,445.0,high,vhigh,2.0,4.0,med,med,unacc
446,446.0,high,vhigh,2.0,4.0,med,high,unacc
447,447.0,high,vhigh,2.0,4.0,big,low,unacc
448,448.0,high,vhigh,2.0,4.0,big,med,unacc
449,449.0,high,vhigh,2.0,4.0,big,high,unacc
450,450.0,high,vhigh,2.0,more,small,low,unacc
451,451.0,high,vhigh,2.0,more,small,med,unacc
452,452.0,high,vhigh,2.0,more,small,high,unacc
453,453.0,high,vhigh,2.0,more,med,low,unacc
454,454.0,high,vhigh,2.0,more,med,med,unacc
455,455.0,high,vhigh,2.0,more,med,high,unacc
456,456.0,high,vhigh,2.0,more,big,low,unacc
457,457.0,high,vhigh,2.0,more,big,med,unacc
458,458.0,high,vhigh,2.0,more,big,high,unacc
459,459.0,high,vhigh,3.0,2.0,small,low,unacc
460,460.0,high,vhigh,3.0,2.0,small,med,unacc
461,461.0,high,vhigh,3.0,2.0,small,high,unacc
462,462.0,high,vhigh,3.0,2.0,med,low,unacc
463,463.0,high,vhigh,3.0,2.0,med,med,unacc
464,464.0,high,vhigh,3.0,2.0,med,high,unacc
465,465.0,high,vhigh,3.0,2.0,big,low,unacc
466,466.0,high,vhigh,3.0,2.0,big,med,unacc
467,467.0,high,vhigh,3.0,2.0,big,high,unacc
468,468.0,high,vhigh,3.0,4.0,small,low,unacc
469,469.0,high,vhigh,3.0,4.0,small,med,unacc
470,470.0,high,vhigh,3.0,4.0,small,high,unacc
471,471.0,high,vhigh,3.0,4.0,med,low,unacc
472,472.0,high,vhigh,3.0,4.0,med,med,unacc
473,473.0,high,vhigh,3.0,4.0,med,high,unacc
474,474.0,high,vhigh,3.0,4.0,big,low,unacc
475,475.0,high,vhigh,3.0,4.0,big,med,unacc
476,476.0,high,vhigh,3.0,4.0,big,high,unacc
477,477.0,high,vhigh,3.0,more,small,low,unacc
478,478.0,high,vhigh,3.0,more,small,med,unacc
479,479.0,high,vhigh,3.0,more,small,high,unacc
480,480.0,high,vhigh,3.0,more,med,low,unacc
481,481.0,high,vhigh,3.0,more,med,med,unacc
482,482.0,high,vhigh,3.0,more,med,high,unacc
483,483.0,high,vhigh,3.0,more,big,low,unacc
484,484.0,high,vhigh,3.0,more,big,med,unacc
485,485.0,high,vhigh,3.0,more,big,high,unacc
486,486.0,high,vhigh,4.0,2.0,small,low,unacc
487,487.0,high,vhigh,4.0,2.0,small,med,unacc
488,488.0,high,vhigh,4.0,2.0,small,high,unacc
489,489.0,high,vhigh,4.0,2.0,med,low,unacc
490,490.0,high,vhigh,4.0,2.0,med,med,unacc
491,491.0,high,vhigh,4.0,2.0,med,high,unacc
492,492.0,high,vhigh,4.0,2.0,big,low,unacc
493,493.0,high,vhigh,4.0,2.0,big,med,unacc
494,494.0,high,vhigh,4.0,2.0,big,high,unacc
495,495.0,high,vhigh,4.0,4.0,small,low,unacc
496,496.0,high,vhigh,4.0,4.0,small,med,unacc
497,497.0,high,vhigh,4.0,4.0,small,high,unacc
498,498.0,high,vhigh,4.0,4.0,med,low,unacc
499,499.0,high,vhigh,4.0,4.0,med,med,unacc
500,500.0,high,vhigh,4.0,4.0,med,high,unacc
501,501.0,high,vhigh,4.0,4.0,big,low,unacc
502,502.0,high,vhigh,4.0,4.0,big,med,unacc
503,503.0,high,vhigh,4.0,4.0,big,high,unacc
504,504.0,high,vhigh,4.0,more,small,low,unacc
505,505.0,high,vhigh,4.0,more,small,med,unacc
506,506.0,high,vhigh,4.0,more,small,high,unacc
507,507.0,high,vhigh,4.0,more,med,low,unacc
508,508.0,high,vhigh,4.0,more,med,med,unacc
509,509.0,high,vhigh,4.0,more,med,high,unacc
510,510.0,high,vhigh,4.0,more,big,low,unacc
511,511.0,high,vhigh,4.0,more,big,med,unacc
512,512.0,high,vhigh,4.0,more,big,high,unacc
513,513.0,high,vhigh,5-more,2.0,small,low,unacc
514,514.0,high,vhigh,5-more,2.0,small,med,unacc
515,515.0,high,vhigh,5-more,2.0,small,high,unacc
516,516.0,high,vhigh,5-more,2.0,med,low,unacc
517,517.0,high,vhigh,5-more,2.0,med,med,unacc
518,518.0,high,vhigh,5-more,2.0,med,high,unacc
519,519.0,high,vhigh,5-more,2.0,big,low,unacc
520,520.0,high,vhigh,5-more,2.0,big,med,unacc
521,521.0,high,vhigh,5-more,2.0,big,high,unacc
522,522.0,high,vhigh,5-more,4.0,small,low,unacc
523,523.0,high,vhigh,5-more,4.0,small,med,unacc
524,524.0,high,vhigh,5-more,4.0,small,high,unacc
525,525.0,high,vhigh,5-more,4.0,med,low,unacc
526,526.0,high,vhigh,5-more,4.0,med,med,unacc
527,527.0,high,vhigh,5-more,4.0,med,high,unacc
528,528.0,high,vhigh,5-more,4.0,big,low,unacc
529,529.0,high,vhigh,5-more,4.0,big,med,unacc
530,530.0,high,vhigh,5-more,4.0,big,high,unacc
531,531.0,high,vhigh,5-more,more,small,low,unacc
532,532.0,high,vhigh,5-more,more,small,med,unacc
533,533.0,high,vhigh,5-more,more,small,high,unacc
534,534.0,high,vhigh,5-more,more,med,low,unacc
535,535.0,high,vhigh,5-more,more,med,med,unacc
536,536.0,high,vhigh,5-more,more,med,high,unacc
537,537.0,high,vhigh,5-more,more,big,low,unacc
538,538.0,high,vhigh,5-more,more,big,med,unacc
539,539.0,high,vhigh,5-more,more,big,high,unacc
540,540.0,high,high,2.0,2.0,small,low,unacc
541,541.0,high,high,2.0,2.0,small,med,unacc
542,542.0,high,high,2.0,2.0,small,high,unacc
543,543.0,high,high,2.0,2.0,med,low,unacc
544,544.0,high,high,2.0,2.0,med,med,unacc
545,545.0,high,high,2.0,2.0,med,high,unacc
546,546.0,high,high,2.0,2.0,big,low,unacc
547,547.0,high,high,2.0,2.0,big,med,unacc
548,548.0,high,high,2.0,2.0,big,high,unacc
549,549.0,high,high,2.0,4.0,small,low,unacc
550,550.0,high,high,2.0,4.0,small,med,unacc
551,551.0,high,high,2.0,4.0,small,high,acc
552,552.0,high,high,2.0,4.0,med,low,unacc
553,553.0,high,high,2.0,4.0,med,med,unacc
554,554.0,high,high,2.0,4.0,med,high,acc
555,555.0,high,high,2.0,4.0,big,low,unacc
556,556.0,high,high,2.0,4.0,big,med,acc
557,557.0,high,high,2.0,4.0,big,high,acc
558,558.0,high,high,2.0,more,small,low,unacc
559,559.0,high,high,2.0,more,small,med,unacc
560,560.0,high,high,2.0,more,small,high,unacc
561,561.0,high,high,2.0,more,med,low,unacc
562,562.0,high,high,2.0,more,med,med,unacc
563,563.0,high,high,2.0,more,med,high,acc
564,564.0,high,high,2.0,more,big,low,unacc
565,565.0,high,high,2.0,more,big,med,acc
566,566.0,high,high,2.0,more,big,high,acc
567,567.0,high,high,3.0,2.0,small,low,unacc
568,568.0,high,high,3.0,2.0,small,med,unacc
569,569.0,high,high,3.0,2.0,small,high,unacc
570,570.0,high,high,3.0,2.0,med,low,unacc
571,571.0,high,high,3.0,2.0,med,med,unacc
572,572.0,high,high,3.0,2.0,med,high,unacc
573,573.0,high,high,3.0,2.0,big,low,unacc
574,574.0,high,high,3.0,2.0,big,med,unacc
575,575.0,high,high,3.0,2.0,big,high,unacc
576,576.0,high,high,3.0,4.0,small,low,unacc
577,577.0,high,high,3.0,4.0,small,med,unacc
578,578.0,high,high,3.0,4.0,small,high,acc
579,579.0,high,high,3.0,4.0,med,low,unacc
580,580.0,high,high,3.0,4.0,med,med,unacc
581,581.0,high,high,3.0,4.0,med,high,acc
582,582.0,high,high,3.0,4.0,big,low,unacc
583,583.0,high,high,3.0,4.0,big,med,acc
584,584.0,high,high,3.0,4.0,big,high,acc
585,585.0,high,high,3.0,more,small,low,unacc
586,586.0,high,high,3.0,more,small,med,unacc
587,587.0,high,high,3.0,more,small,high,acc
588,588.0,high,high,3.0,more,med,low,unacc
589,589.0,high,high,3.0,more,med,med,acc
590,590.0,high,high,3.0,more,med,high,acc
591,591.0,high,high,3.0,more,big,low,unacc
592,592.0,high,high,3.0,more,big,med,acc
593,593.0,high,high,3.0,more,big,high,acc
594,594.0,high,high,4.0,2.0,small,low,unacc
595,595.0,high,high,4.0,2.0,small,med,unacc
596,596.0,high,high,4.0,2.0,small,high,unacc
597,597.0,high,high,4.0,2.0,med,low,unacc
598,598.0,high,high,4.0,2.0,med,med,unacc
599,599.0,high,high,4.0,2.0,med,high,unacc
600,600.0,high,high,4.0,2.0,big,low,unacc
601,601.0,high,high,4.0,2.0,big,med,unacc
602,602.0,high,high,4.0,2.0,big,high,unacc
603,603.0,high,high,4.0,4.0,small,low,unacc
604,604.0,high,high,4.0,4.0,small,med,unacc
605,605.0,high,high,4.0,4.0,small,high,acc
606,606.0,high,high,4.0,4.0,med,low,unacc
607,607.0,high,high,4.0,4.0,med,med,acc
608,608.0,high,high,4.0,4.0,med,high,acc
609,609.0,high,high,4.0,4.0,big,low,unacc
610,610.0,high,high,4.0,4.0,big,med,acc
611,611.0,high,high,4.0,4.0,big,high,acc
612,612.0,high,high,4.0,more,small,low,unacc
613,613.0,high,high,4.0,more,small,med,unacc
614,614.0,high,high,4.0,more,small,high,acc
615,615.0,high,high,4.0,more,med,low,unacc
616,616.0,high,high,4.0,more,med,med,acc
617,617.0,high,high,4.0,more,med,high,acc
618,618.0,high,high,4.0,more,big,low,unacc
619,619.0,high,high,4.0,more,big,med,acc
620,620.0,high,high,4.0,more,big,high,acc
621,621.0,high,high,5-more,2.0,small,low,unacc
622,622.0,high,high,5-more,2.0,small,med,unacc
623,623.0,high,high,5-more,2.0,small,high,unacc
624,624.0,high,high,5-more,2.0,med,low,unacc
625,625.0,high,high,5-more,2.0,med,med,unacc
626,626.0,high,high,5-more,2.0,med,high,unacc
627,627.0,high,high,5-more,2.0,big,low,unacc
628,628.0,high,high,5-more,2.0,big,med,unacc
629,629.0,high,high,5-more,2.0,big,high,unacc
630,630.0,high,high,5-more,4.0,small,low,unacc
631,631.0,high,high,5-more,4.0,small,med,unacc
632,632.0,high,high,5-more,4.0,small,high,acc
633,633.0,high,high,5-more,4.0,med,low,unacc
634,634.0,high,high,5-more,4.0,med,med,acc
635,635.0,high,high,5-more,4.0,med,high,acc
636,636.0,high,high,5-more,4.0,big,low,unacc
637,637.0,high,high,5-more,4.0,big,med,acc
638,638.0,high,high,5-more,4.0,big,high,acc
639,639.0,high,high,5-more,more,small,low,unacc
640,640.0,high,high,5-more,more,small,med,unacc
641,641.0,high,high,5-more,more,small,high,acc
642,642.0,high,high,5-more,more,med,low,unacc
643,643.0,high,high,5-more,more,med,med,acc
644,644.0,high,high,5-more,more,med,high,acc
645,645.0,high,high,5-more,more,big,low,unacc
646,646.0,high,high,5-more,more,big,med,acc
647,647.0,high,high,5-more,more,big,high,acc
648,648.0,high,med,2.0,2.0,small,low,unacc
649,649.0,high,med,2.0,2.0,small,med,unacc
650,650.0,high,med,2.0,2.0,small,high,unacc
651,651.0,high,med,2.0,2.0,med,low,unacc
652,652.0,high,med,2.0,2.0,med,med,unacc
653,653.0,high,med,2.0,2.0,med,high,unacc
654,654.0,high,med,2.0,2.0,big,low,unacc
655,655.0,high,med,2.0,2.0,big,med,unacc
656,656.0,high,med,2.0,2.0,big,high,unacc
657,657.0,high,med,2.0,4.0,small,low,unacc
658,658.0,high,med,2.0,4.0,small,med,unacc
659,659.0,high,med,2.0,4.0,small,high,acc
660,660.0,high,med,2.0,4.0,med,low,unacc
661,661.0,high,med,2.0,4.0,med,med,unacc
662,662.0,high,med,2.0,4.0,med,high,acc
663,663.0,high,med,2.0,4.0,big,low,unacc
664,664.0,high,med,2.0,4.0,big,med,acc
665,665.0,high,med,2.0,4.0,big,high,acc
666,666.0,high,med,2.0,more,small,low,unacc
667,667.0,high,med,2.0,more,small,med,unacc
668,668.0,high,med,2.0,more,small,high,unacc
669,669.0,high,med,2.0,more,med,low,unacc
670,670.0,high,med,2.0,more,med,med,unacc
671,671.0,high,med,2.0,more,med,high,acc
672,672.0,high,med,2.0,more,big,low,unacc
673,673.0,high,med,2.0,more,big,med,acc
674,674.0,high,med,2.0,more,big,high,acc
675,675.0,high,med,3.0,2.0,small,low,unacc
676,676.0,high,med,3.0,2.0,small,med,unacc
677,677.0,high,med,3.0,2.0,small,high,unacc
678,678.0,high,med,3.0,2.0,med,low,unacc
679,679.0,high,med,3.0,2.0,med,med,unacc
680,680.0,high,med,3.0,2.0,med,high,unacc
681,681.0,high,med,3.0,2.0,big,low,unacc
682,682.0,high,med,3.0,2.0,big,med,unacc
683,683.0,high,med,3.0,2.0,big,high,unacc
684,684.0,high,med,3.0,4.0,small,low,unacc
685,685.0,high,med,3.0,4.0,small,med,unacc
686,686.0,high,med,3.0,4.0,small,high,acc
687,687.0,high,med,3.0,4.0,med,low,unacc
688,688.0,high,med,3.0,4.0,med,med,unacc
689,689.0,high,med,3.0,4.0,med,high,acc
690,690.0,high,med,3.0,4.0,big,low,unacc
691,691.0,high,med,3.0,4.0,big,med,acc
692,692.0,high,med,3.0,4.0,big,high,acc
693,693.0,high,med,3.0,more,small,low,unacc
694,694.0,high,med,3.0,more,small,med,unacc
695,695.0,high,med,3.0,more,small,high,acc
696,696.0,high,med,3.0,more,med,low,unacc
697,697.0,high,med,3.0,more,med,med,acc
698,698.0,high,med,3.0,more,med,high,acc
699,699.0,high,med,3.0,more,big,low,unacc
700,700.0,high,med,3.0,more,big,med,acc
701,701.0,high,med,3.0,more,big,high,acc
702,702.0,high,med,4.0,2.0,small,low,unacc
703,703.0,high,med,4.0,2.0,small,med,unacc
704,704.0,high,med,4.0,2.0,small,high,unacc
705,705.0,high,med,4.0,2.0,med,low,unacc
706,706.0,high,med,4.0,2.0,med,med,unacc
707,707.0,high,med,4.0,2.0,med,high,unacc
708,708.0,high,med,4.0,2.0,big,low,unacc
709,709.0,high,med,4.0,2.0,big,med,unacc
710,710.0,high,med,4.0,2.0,big,high,unacc
711,711.0,high,med,4.0,4.0,small,low,unacc
712,712.0,high,med,4.0,4.0,small,med,unacc
713,713.0,high,med,4.0,4.0,small,high,acc
714,714.0,high,med,4.0,4.0,med,low,unacc
715,715.0,high,med,4.0,4.0,med,med,acc
716,716.0,high,med,4.0,4.0,med,high,acc
717,717.0,high,med,4.0,4.0,big,low,unacc
718,718.0,high,med,4.0,4.0,big,med,acc
719,719.0,high,med,4.0,4.0,big,high,acc
720,720.0,high,med,4.0,more,small,low,unacc
721,721.0,high,med,4.0,more,small,med,unacc
722,722.0,high,med,4.0,more,small,high,acc
723,723.0,high,med,4.0,more,med,low,unacc
724,724.0,high,med,4.0,more,med,med,acc
725,725.0,high,med,4.0,more,med,high,acc
726,726.0,high,med,4.0,more,big,low,unacc
727,727.0,high,med,4.0,more,big,med,acc
728,728.0,high,med,4.0,more,big,high,acc
729,729.0,high,med,5-more,2.0,small,low,unacc
730,730.0,high,med,5-more,2.0,small,med,unacc
731,731.0,high,med,5-more,2.0,small,high,unacc
732,732.0,high,med,5-more,2.0,med,low,unacc
733,733.0,high,med,5-more,2.0,med,med,unacc
734,734.0,high,med,5-more,2.0,med,high,unacc
735,735.0,high,med,5-more,2.0,big,low,unacc
736,736.0,high,med,5-more,2.0,big,med,unacc
737,737.0,high,med,5-more,2.0,big,high,unacc
738,738.0,high,med,5-more,4.0,small,low,unacc
739,739.0,high,med,5-more,4.0,small,med,unacc
740,740.0,high,med,5-more,4.0,small,high,acc
741,741.0,high,med,5-more,4.0,med,low,unacc
742,742.0,high,med,5-more,4.0,med,med,acc
743,743.0,high,med,5-more,4.0,med,high,acc
744,744.0,high,med,5-more,4.0,big,low,unacc
745,745.0,high,med,5-more,4.0,big,med,acc
746,746.0,high,med,5-more,4.0,big,high,acc
747,747.0,high,med,5-more,more,small,low,unacc
748,748.0,high,med,5-more,more,small,med,unacc
749,749.0,high,med,5-more,more,small,high,acc
750,750.0,high,med,5-more,more,med,low,unacc
751,751.0,high,med,5-more,more,med,med,acc
752,752.0,high,med,5-more,more,med,high,acc
753,753.0,high,med,5-more,more,big,low,unacc
754,754.0,high,med,5-more,more,big,med,acc
755,755.0,high,med,5-more,more,big,high,acc
756,756.0,high,low,2.0,2.0,small,low,unacc
757,757.0,high,low,2.0,2.0,small,med,unacc
758,758.0,high,low,2.0,2.0,small,high,unacc
759,759.0,high,low,2.0,2.0,med,low,unacc
760,760.0,high,low,2.0,2.0,med,med,unacc
761,761.0,high,low,2.0,2.0,med,high,unacc
762,762.0,high,low,2.0,2.0,big,low,unacc
763,763.0,high,low,2.0,2.0,big,med,unacc
764,764.0,high,low,2.0,2.0,big,high,unacc
765,765.0,high,low,2.0,4.0,small,low,unacc
766,766.0,high,low,2.0,4.0,small,med,unacc
767,767.0,high,low,2.0,4.0,small,high,acc
768,768.0,high,low,2.0,4.0,med,low,unacc
769,769.0,high,low,2.0,4.0,med,med,unacc
770,770.0,high,low,2.0,4.0,med,high,acc
771,771.0,high,low,2.0,4.0,big,low,unacc
772,772.0,high,low,2.0,4.0,big,med,acc
773,773.0,high,low,2.0,4.0,big,high,acc
774,774.0,high,low,2.0,more,small,low,unacc
775,775.0,high,low,2.0,more,small,med,unacc
776,776.0,high,low,2.0,more,small,high,unacc
777,777.0,high,low,2.0,more,med,low,unacc
778,778.0,high,low,2.0,more,med,med,unacc
779,779.0,high,low,2.0,more,med,high,acc
780,780.0,high,low,2.0,more,big,low,unacc
781,781.0,high,low,2.0,more,big,med,acc
782,782.0,high,low,2.0,more,big,high,acc
783,783.0,high,low,3.0,2.0,small,low,unacc
784,784.0,high,low,3.0,2.0,small,med,unacc
785,785.0,high,low,3.0,2.0,small,high,unacc
786,786.0,high,low,3.0,2.0,med,low,unacc
787,787.0,high,low,3.0,2.0,med,med,unacc
788,788.0,high,low,3.0,2.0,med,high,unacc
789,789.0,high,low,3.0,2.0,big,low,unacc
790,790.0,high,low,3.0,2.0,big,med,unacc
791,791.0,high,low,3.0,2.0,big,high,unacc
792,792.0,high,low,3.0,4.0,small,low,unacc
793,793.0,high,low,3.0,4.0,small,med,unacc
794,794.0,high,low,3.0,4.0,small,high,acc
795,795.0,high,low,3.0,4.0,med,low,unacc
796,796.0,high,low,3.0,4.0,med,med,unacc
797,797.0,high,low,3.0,4.0,med,high,acc
798,798.0,high,low,3.0,4.0,big,low,unacc
799,799.0,high,low,3.0,4.0,big,med,acc
800,800.0,high,low,3.0,4.0,big,high,acc
801,801.0,high,low,3.0,more,small,low,unacc
802,802.0,high,low,3.0,more,small,med,unacc
803,803.0,high,low,3.0,more,small,high,acc
804,804.0,high,low,3.0,more,med,low,unacc
805,805.0,high,low,3.0,more,med,med,acc
806,806.0,high,low,3.0,more,med,high,acc
807,807.0,high,low,3.0,more,big,low,unacc
808,808.0,high,low,3.0,more,big,med,acc
809,809.0,high,low,3.0,more,big,high,acc
810,810.0,high,low,4.0,2.0,small,low,unacc
811,811.0,high,low,4.0,2.0,small,med,unacc
812,812.0,high,low,4.0,2.0,small,high,unacc
813,813.0,high,low,4.0,2.0,med,low,unacc
814,814.0,high,low,4.0,2.0,med,med,unacc
815,815.0,high,low,4.0,2.0,med,high,unacc
816,816.0,high,low,4.0,2.0,big,low,unacc
817,817.0,high,low,4.0,2.0,big,med,unacc
818,818.0,high,low,4.0,2.0,big,high,unacc
819,819.0,high,low,4.0,4.0,small,low,unacc
820,820.0,high,low,4.0,4.0,small,med,unacc
821,821.0,high,low,4.0,4.0,small,high,acc
822,822.0,high,low,4.0,4.0,med,low,unacc
823,823.0,high,low,4.0,4.0,med,med,acc
824,824.0,high,low,4.0,4.0,med,high,acc
825,825.0,high,low,4.0,4.0,big,low,unacc
826,826.0,high,low,4.0,4.0,big,med,acc
827,827.0,high,low,4.0,4.0,big,high,acc
828,828.0,high,low,4.0,more,small,low,unacc
829,829.0,high,low,4.0,more,small,med,unacc
830,830.0,high,low,4.0,more,small,high,acc
831,831.0,high,low,4.0,more,med,low,unacc
832,832.0,high,low,4.0,more,med,med,acc
833,833.0,high,low,4.0,more,med,high,acc
834,834.0,high,low,4.0,more,big,low,unacc
835,835.0,high,low,4.0,more,big,med,acc
836,836.0,high,low,4.0,more,big,high,acc
837,837.0,high,low,5-more,2.0,small,low,unacc
838,838.0,high,low,5-more,2.0,small,med,unacc
839,839.0,high,low,5-more,2.0,small,high,unacc
840,840.0,high,low,5-more,2.0,med,low,unacc
841,841.0,high,low,5-more,2.0,med,med,unacc
842,842.0,high,low,5-more,2.0,med,high,unacc
843,843.0,high,low,5-more,2.0,big,low,unacc
844,844.0,high,low,5-more,2.0,big,med,unacc
845,845.0,high,low,5-more,2.0,big,high,unacc
846,846.0,high,low,5-more,4.0,small,low,unacc
847,847.0,high,low,5-more,4.0,small,med,unacc
848,848.0,high,low,5-more,4.0,small,high,acc
849,849.0,high,low,5-more,4.0,med,low,unacc
850,850.0,high,low,5-more,4.0,med,med,acc
851,851.0,high,low,5-more,4.0,med,high,acc
852,852.0,high,low,5-more,4.0,big,low,unacc
853,853.0,high,low,5-more,4.0,big,med,acc
854,854.0,high,low,5-more,4.0,big,high,acc
855,855.0,high,low,5-more,more,small,low,unacc
856,856.0,high,low,5-more,more,small,med,unacc
857,857.0,high,low,5-more,more,small,high,acc
858,858.0,high,low,5-more,more,med,low,unacc
859,859.0,high,low,5-more,more,med,med,acc
860,860.0,high,low,5-more,more,med,high,acc
861,861.0,high,low,5-more,more,big,low,unacc
862,862.0,high,low,5-more,more,big,med,acc
863,863.0,high,low,5-more,more,big,high,acc
864,864.0,med,vhigh,2.0,2.0,small,low,unacc
865,865.0,med,vhigh,2.0,2.0,small,med,unacc
